Movie_Id,Title,Date_Published,Date_of_published,Duration,Country,Languages,Production_Company,Genre,Director,Worldwide_Gross_Income,Average_Rating
416,"Sea Is Watching, The (Umi wa miteita)",12-08-1959,08-12-1959,248,China,English,Katz,Horror,Zelma Zecchii,Yuan Renminbi,5.8
417,Hiroshima,12-04-1953,04-12-1953,273,China,Chinese,Photobean,Comedy,Tybie Montrose,Yuan Renminbi,3.7
418,Northeast,29-03-2016,29-03-2016,39,China,English,Ntag,Drama,Emmott Knutton,Yuan Renminbi,8.3
419,Djomeh,04-12-1946,12-04-1946,107,Poland,Spanish,Kanoodle,Comedy,Sheelah Pollins,Zloty,8.8
420,Kumar??,31-01-1925,31-01-1925,292,Syria,French,Dabtype,Action,Misty Pargiter,Pound,6.8
421,Memento Mori (Yeogo goedam II),04-10-2017,10-04-2017,278,China,English,Fiveclub,Horror,Rani Short,Yuan Renminbi,1.1
422,Blood Alley,19-10-1930,19-10-1930,295,Philippines,Spanish,Plajo,Action,Truman Guymer,Peso,7.6
423,Queen Kelly,16-08-1911,16-08-1911,114,China,Chinese,Wikizz,Romance,Miguela Noore,Yuan Renminbi,7
424,Code Unknown (Code inconnu: R??cit incomplet de divers voyages),21-08-1949,21-08-1949,172,Philippines,Chinese,Thoughtstorm,Comedy,Hymie Nyland,Peso,2.8
425,"Wind Rises, The (Kaze tachinu)",03-03-1922,03-03-1922,284,Russia,French,Cogibox,Action,Mateo Guerriero,Ruble,8.3
426,Clean and Sober,22-06-1957,22-06-1957,36,Norway,French,Topdrive,Action,Aldrich O'Hannay,Krone,9.5
427,"Brain, The",13-12-2002,13-12-2002,268,Canada,Spanish,Zooxo,Romance,Meredith Jerzak,Dollar,4.1
428,"Fat, Sick & Nearly Dead 2",03-05-1904,05-03-1904,134,Brazil,English,Abatz,Comedy,Milzie Canaan,Real,6.8
429,Blue,09-12-1930,12-09-1930,11,Russia,French,Mymm,Horror,Tallou MacGregor,Ruble,4.8
430,And Nobody Weeps for Me (Und keiner weint mir nach),05-04-2001,04-05-2001,5,China,German,Avavee,Horror,Billie Trounson,Yuan Renminbi,7.9
431,"Desperados, The",13-09-1973,13-09-1973,248,Russia,English,Youspan,Action,Robbert Bagnal,Ruble,6.1
432,Viva Max!,31-12-1922,31-12-1922,221,Nigeria,French,Browsezoom,Comedy,Mina Stanbra,Naira,5.6
433,Woyzeck,15-12-1938,15-12-1938,137,Germany,English,Photofeed,Action,Webster Gamage,Euro,5.6
434,Cimarron,08-01-1944,01-08-1944,209,France,German,Eamia,Action,Meta Burt,Euro,1.3
435,"Naked Civil Servant, The",07-05-1983,05-07-1983,250,Mexico,German,Meetz,Action,Thia Lucks,Peso,4.7
436,Smoking/No Smoking,18-02-1944,18-02-1944,29,Canada,English,Brainsphere,Comedy,Mattheus Agiolfinger,Dollar,5.5
437,Kung Pow: Enter the Fist,27-09-1933,27-09-1933,66,Brazil,Chinese,Eabox,Drama,Jereme Shillom,Real,3.5
438,Mr. Freedom,10-03-2004,03-10-2004,109,China,English,Fivespan,Horror,Rafi De Minico,Yuan Renminbi,4.3
439,"Companeros (Vamos a matar, compa?Òeros)",18-01-1961,18-01-1961,168,Ethiopia,English,Snaptags,Drama,Corinna Halls,Birr,2.8
440,Making the Boys ,17-03-1955,17-03-1955,220,Panama,German,Brainsphere,Comedy,Halsey Rubel,Balboa,8.5
441,"Night to Remember, A",18-04-1944,18-04-1944,134,Indonesia,Spanish,Zoomcast,Drama,Ernesto Stonebridge,Rupiah,5.5
442,Frankenstein's Army,12-12-2018,12-12-2018,197,Japan,Spanish,Voolith,Comedy,Kaitlyn Brasier,Yen,1.1
443,Jesse James,02-08-1930,08-02-1930,156,Colombia,English,Topiczoom,Horror,Hiram Broad,Peso,3.8
444,Hero at Large,01-04-1963,04-01-1963,269,Indonesia,English,Npath,Romance,Felecia Blench,Rupiah,2.2
445,Pull My Daisy,02-09-2016,09-02-2016,63,China,German,Fadeo,Horror,Agneta Pardal,Yuan Renminbi,2.1
446,Fiston,25-10-2011,25-10-2011,27,Ukraine,French,Mybuzz,Action,Claudian Gerrell,Hryvnia,2
447,"Passion of Darkly Noon, The",22-04-2016,22-04-2016,128,Indonesia,French,Meedoo,Comedy,Odell Tarbett,Rupiah,2.6
448,His Regeneration,01-11-1986,11-01-1986,103,China,French,Leenti,Horror,Gayle Deeves,Yuan Renminbi,1.8
449,See You in the Morning,16-01-1903,16-01-1903,67,Mexico,German,Oyoloo,Action,Jammal Noden,Peso,8
450,True Crime,25-08-1933,25-08-1933,222,Indonesia,English,Yabox,Comedy,Angie Gulliford,Rupiah,6.2
451,Cinema Paradiso (Nuovo cinema Paradiso),13-11-1911,13-11-1911,23,Mexico,Spanish,Eire,Action,Erica Alekseev,Peso,8.1
452,What Men Talk About,01-07-2022,07-01-2022,15,Malaysia,French,Flashdog,Horror,Earle McGuiney,Ringgit,6.5
453,Gamera vs. Gyaos (Daikaij?Ø k?Øch?Øsen: Gamera tai Gyaosu),19-03-2016,19-03-2016,201,Democratic Republic of the Congo,German,Rhynoodle,Comedy,Ronald Featherston,Franc,8.2
454,High School High,29-03-1911,29-03-1911,199,Greece,Spanish,Topiczoom,Drama,Benedicto Easterfield,Euro,3.5
455,"Kind of Loving, A",25-01-1946,25-01-1946,248,China,French,Realbridge,Action,Bernardina Baress,Yuan Renminbi,5.7
456,Games,04-05-1941,05-04-1941,3,Peru,English,Thoughtworks,Comedy,Harris McInally,Sol,6
457,Cube Zero,07-06-1979,06-07-1979,88,Brazil,English,Tazzy,Horror,Nicko Antoszczyk,Real,6.6
458,The Prisoner,01-07-1956,07-01-1956,89,China,Spanish,Miboo,Action,Benedick Dovydenas,Yuan Renminbi,1.1
459,The Biggest Bundle of Them All,30-09-1983,30-09-1983,150,Canada,Spanish,Tagchat,Comedy,Horst Tudbald,Dollar,4.4
460,Dead Silence,06-07-1966,07-06-1966,159,China,French,Linkbridge,Comedy,Ade Ladbrook,Yuan Renminbi,7.7
461,Another Man's Poison,21-11-1925,21-11-1925,147,Portugal,German,Youbridge,Horror,De witt Menendes,Euro,5.2
462,Twelve Monkeys (a.k.a. 12 Monkeys),10-11-1991,11-10-1991,71,China,Spanish,Gigaclub,Romance,Gael Breeder,Yuan Renminbi,4.3
463,Taffin,23-09-2002,23-09-2002,257,Lithuania,English,Jabbertype,Romance,Knox Crowdy,Litas,7.4
464,How Tasty Was My Little Frenchman (Como Era Gostoso o Meu Franc?¶s),03-10-1910,10-03-1910,233,Philippines,French,Skynoodle,Action,Iggie Vickar,Peso,4.4
465,Powwow Highway,15-05-1987,15-05-1987,146,Portugal,German,Skiptube,Action,Gerty Walework,Euro,2.7
466,Melvin Goes to Dinner,23-01-1938,23-01-1938,59,Bolivia,Chinese,Feedbug,Romance,Nonna Casillas,Boliviano,1
467,Princess O'Rourke,20-04-1963,20-04-1963,210,China,Spanish,Skimia,Comedy,Ula Boal,Yuan Renminbi,4.7
468,Underworld: Awakening,08-11-1946,11-08-1946,126,Philippines,Chinese,Edgeblab,Action,Dunc Cunnell,Peso,7.1
469,Solan og Ludvig: Jul i Fl?ùklypa,16-12-1986,16-12-1986,251,Malta,Spanish,Aimbo,Drama,Merralee Wakes,Euro,7.6
470,Better Off Dead...,04-11-1965,11-04-1965,221,Indonesia,Spanish,Agivu,Horror,Elfrida Horsewood,Rupiah,8.1
471,Freedom Writers,24-10-1952,24-10-1952,90,Philippines,French,Browsezoom,Romance,Reider Polack,Peso,1.6
472,Young Mr. Lincoln,08-04-1984,04-08-1984,112,United States,French,Jetpulse,Action,Richie Buckthought,Dollar,9.5
473,Borderline,10-11-1918,11-10-1918,126,China,German,Youbridge,Horror,Nataniel Slowcock,Yuan Renminbi,5.4
474,Craig's Wife,04-01-1900,01-04-1900,142,Czech Republic,Chinese,Photolist,Comedy,Sandye McCarrick,Koruna,6.9
475,"Amelie (Fabuleux destin d'Am??lie Poulain, Le)",22-06-1946,22-06-1946,107,China,English,Quinu,Drama,Tate Dietz,Yuan Renminbi,3
476,Bleeder,25-10-1936,25-10-1936,5,China,Chinese,Oodoo,Drama,Edan Timbridge,Yuan Renminbi,4.6
477,Not One Less (Yi ge dou bu neng shao),24-01-1931,24-01-1931,121,Kenya,German,Zava,Horror,Genevieve Brotherick,Shilling,2.4
478,Fabled,24-04-2022,24-04-2022,75,Malawi,English,Rhyloo,Drama,Harlan Llewhellin,Kwacha,7.9
479,"Prodigal Son, The (Tuhlaajapoika)",17-06-1921,17-06-1921,144,Luxembourg,Chinese,Flashdog,Action,Eden Songhurst,Euro,8
480,His Private Secretary,19-02-1975,19-02-1975,77,Serbia,French,Kamba,Comedy,Eldon Prendergast,Dinar,5.9
481,"Delicate Delinquent, The",06-09-1988,09-06-1988,239,China,Chinese,Buzzdog,Romance,Francene Fernao,Yuan Renminbi,7.8
482,Dracula's Daughter,09-11-1988,11-09-1988,64,Brazil,Chinese,Browsecat,Comedy,Lianna Wellington,Real,1.7
483,Popular Music (Popul??rmusik fr?ùn Vittula),31-08-1941,31-08-1941,141,Indonesia,English,Shufflebeat,Action,Wendy Milbourn,Rupiah,7.6
484,Waiting Women (Kvinnors v??ntan),06-11-1980,11-06-1980,5,Philippines,French,Skyndu,Drama,Elvira Peperell,Peso,6.1
485,Flicka,06-09-1945,09-06-1945,136,Philippines,German,Realfire,Horror,Jobye Rumble,Peso,2
486,Poison Ivy II,03-02-1998,02-03-1998,93,Czech Republic,German,Devify,Comedy,Joaquin Skittreal,Koruna,3.1
487,Carnal Knowledge,28-06-1981,28-06-1981,109,Indonesia,German,Mynte,Drama,Melita Ambresin,Rupiah,5.5
488,"Lonely Place to Die, A",16-06-1996,16-06-1996,232,China,Spanish,Ailane,Action,Francisco Search,Yuan Renminbi,3.5
489,"Perfect Couple, A",10-03-1982,03-10-1982,70,Argentina,Chinese,Browsedrive,Romance,Dorthea Camble,Peso,1.6
490,Evolution,30-01-1946,30-01-1946,61,Germany,Chinese,Thoughtmix,Drama,Neron Beers,Euro,4.3
491,"Thick-Walled Room, The (Kabe atsuki heya)",06-03-1950,03-06-1950,41,Mexico,French,Avavee,Action,Boycey Kerman,Peso,5.6
492,Soft Fruit,10-04-1965,04-10-1965,254,Indonesia,Spanish,Layo,Drama,Marla Kairns,Rupiah,4.4
493,"Story of Yonosuke, A (Yokomichi Yonosuke)",11-10-2019,10-11-2019,102,Panama,French,Tagcat,Drama,Benni Leipnik,Balboa,1.3
494,Who's Afraid of Virginia Woolf?,14-04-2013,14-04-2013,105,China,Spanish,Skaboo,Action,Marcille Postan,Yuan Renminbi,6.5
495,"Count Dracula (Nachts, wenn Dracula erwacht)",13-10-1959,13-10-1959,295,Portugal,French,Brightdog,Drama,Barry Rimer,Euro,4.8
496,Pauline at the Beach (Pauline ?ˇ la Plage),16-11-2021,16-11-2021,138,China,Spanish,Blogpad,Action,Annamarie Blaker,Yuan Renminbi,7.7
497,My Sassy Girl (Yeopgijeogin geunyeo),01-06-1904,06-01-1904,252,Philippines,Spanish,Nlounge,Comedy,Tudor Jarmyn,Peso,2.5
498,Drive Angry,10-09-1959,09-10-1959,220,Peru,Spanish,Jatri,Horror,Frasquito Scheffler,Sol,5.6
499,Passion of Mind,18-08-2006,18-08-2006,212,Portugal,German,Ailane,Horror,Winnifred Durrance,Euro,5.5
500,Henry Poole is Here,07-01-1962,01-07-1962,202,Poland,English,Thoughtsphere,Comedy,Harwell Willgoose,Zloty,2.9
501,Scary Movie 3,10-04-1953,04-10-1953,132,France,English,Zoomcast,Horror,Riva Chessell,Euro,6.5
502,"Devils, The",03-05-1948,05-03-1948,109,China,English,Quamba,Horror,Andra Royans,Yuan Renminbi,9.4
503,Sun on the Horizon,02-08-1948,08-02-1948,199,Israel,Chinese,Divape,Drama,Kristofer Gallichan,Shekel,9.8
504,El tren de la memoria,21-05-2012,21-05-2012,261,China,Chinese,Eimbee,Romance,Lutero Cady,Yuan Renminbi,7.6
505,Jane Austen's Mafia!,23-12-1921,23-12-1921,280,Indonesia,German,Thoughtbeat,Action,Devlen Astling,Rupiah,9.1
506,MVP: Most Valuable Primate,21-11-1924,21-11-1924,178,Indonesia,Chinese,Quamba,Drama,Angelika Offill,Rupiah,5
507,"Play It Again, Sam",02-12-1963,12-02-1963,148,United States,Chinese,Quimm,Drama,Alverta Cutchee,Dollar,3.1
508,Eight Legged Freaks,13-08-1951,13-08-1951,218,China,Chinese,Cogilith,Action,Brooks Pirrey,Yuan Renminbi,1.5
509,Jesse Stone: Innocents Lost,01-03-1919,03-01-1919,110,France,German,Riffpedia,Romance,Ellette Ellul,Euro,3.7
510,"Express, The",17-05-1996,17-05-1996,264,China,Chinese,Mynte,Drama,Erich Jurkowski,Yuan Renminbi,4.1
511,Midnight's Children,05-01-1956,01-05-1956,277,China,Chinese,Realbridge,Horror,D'arcy Mussared,Yuan Renminbi,8.7
512,Joffrey: Mavericks of American Dance,06-09-1961,09-06-1961,39,Indonesia,Chinese,Twinder,Romance,Jaymie Mathiot,Rupiah,8.9
513,"Sucker, The (Corniaud, Le)",05-11-1950,11-05-1950,202,Vietnam,French,Photobean,Comedy,Piper Feldberg,Dong,7.5
514,Our Relations,05-06-1926,06-05-1926,208,Poland,English,Photojam,Romance,Conroy Titley,Zloty,4.9
515,Nightcap (Merci pour le chocolat),13-01-2003,13-01-2003,63,Belarus,English,Jazzy,Horror,Nathanial Cockshott,Ruble,7.8
516,Love! Valour! Compassion!,26-07-1926,26-07-1926,203,China,Chinese,Rhynoodle,Comedy,Loretta Bertl,Yuan Renminbi,3.6
517,The Great Northfield Minnesota Raid,11-02-1943,02-11-1943,161,Philippines,German,Lazz,Horror,Casper Letrange,Peso,3.8
518,Block Party (a.k.a. Dave Chappelle's Block Party),09-04-1984,04-09-1984,230,Sri Lanka,English,Tagchat,Drama,Cesaro Cullon,Rupee,7.6
519,Love Affair,23-06-1968,23-06-1968,279,Sweden,French,Skiptube,Romance,Vale Litterick,Krona,9.6
520,Tokyo Chorus (T??ky?? no k??rasu),11-03-1973,03-11-1973,223,Saudi Arabia,Chinese,Quinu,Action,Ellary Westmancoat,Rial,7.8
521,The Cruel Sea,09-08-1943,08-09-1943,211,Sweden,French,Realbridge,Horror,Hildegaard Sneller,Krona,2.7
522,Resident Evil: Afterlife,15-03-1994,15-03-1994,241,Serbia,French,Skinder,Romance,Lloyd Joye,Dinar,4.9
523,Winchester '73,29-06-1953,29-06-1953,97,Colombia,Chinese,Omba,Horror,Berenice Ace,Peso,9
524,09-Nov,20-09-2011,20-09-2011,110,Brazil,Chinese,Oyondu,Comedy,Bryn Jell,Real,4.9
525,"Year of Living Vicariously, The",04-11-2013,11-04-2013,289,Bosnia and Herzegovina,German,Youtags,Horror,Nathalia Paske,Marka,9.3
526,Nell,22-06-1944,22-06-1944,118,Czech Republic,French,Tazz,Comedy,Virgilio Arlett,Koruna,8.5
527,Arthur,31-01-1932,31-01-1932,97,Vietnam,German,Innojam,Drama,Mercy Vitet,Dong,8.8
528,"Code Conspiracy, The",01-10-1995,10-01-1995,276,Pakistan,English,Tavu,Action,Malchy O'Rowane,Rupee,3.5
529,Santo vs. las lobas,02-09-1981,09-02-1981,193,Indonesia,French,Jayo,Romance,Miriam Poyle,Rupiah,4.8
530,Nazty Nuisance,16-12-1938,16-12-1938,162,Russia,French,Realpoint,Romance,Manda McCorry,Ruble,6.1
531,Santa Who?,28-10-1961,28-10-1961,75,Thailand,German,Yambee,Romance,Farlee Alentyev,Baht,2.7
532,Duel at Diablo,24-08-1945,24-08-1945,283,Czech Republic,German,Skynoodle,Action,Jolene Dewbury,Koruna,7.8
533,I Accuse,27-05-1900,27-05-1900,10,Russia,English,Aimbo,Horror,Wendi Stuke,Ruble,7.8
534,Beyond Therapy,23-08-1958,23-08-1958,207,Philippines,French,Izio,Action,Rodge Rallin,Peso,7.3
535,Tomorrow at Dawn (Demain d??s l'aube),09-07-1933,07-09-1933,257,Sweden,Spanish,Youfeed,Horror,Prudence Gaskamp,Krona,9.2
536,Snowpiercer,17-05-2014,17-05-2014,68,Spain,German,Mita,Drama,Mitchael Rutt,Euro,2.8
537,Woodstock,20-01-1943,20-01-1943,22,Portugal,Chinese,Skajo,Action,Jandy Ettridge,Euro,7.1
538,Splash,29-05-1929,29-05-1929,54,Thailand,Chinese,Trupe,Comedy,Becky Eilhersen,Baht,6.3
539,Go for Zucker! (Alles auf Zucker!),20-03-1905,20-03-1905,120,China,Chinese,Zava,Action,Consalve Bohlmann,Yuan Renminbi,9.2
540,Running Scared,23-11-2010,23-11-2010,33,Poland,Chinese,Snaptags,Horror,Ree Bowich,Zloty,5.1
541,?? nos amours,23-10-1953,23-10-1953,245,Russia,Chinese,Bubblebox,Horror,Katharyn Owenson,Ruble,6
542,Outlaw,06-12-1945,12-06-1945,178,Philippines,French,Flashdog,Action,Retha Binny,Peso,5.2
543,"Seafarers, The",03-01-1960,01-03-1960,250,China,German,Mynte,Horror,Phebe Hurley,Yuan Renminbi,8.2
544,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night),16-11-1932,16-11-1932,86,Armenia,Spanish,Tagcat,Romance,Gert Smythin,Dram,6.2
545,"Work of Director Michel Gondry, The",13-04-1909,13-04-1909,69,Czech Republic,English,Dabtype,Drama,Ezekiel Spitell,Koruna,2.8
546,Satisfaction (a.k.a. Girls of Summer),16-01-1934,16-01-1934,161,Russia,Spanish,BlogXS,Romance,Lark Drury,Ruble,3.7
547,Brothers,10-08-2017,08-10-2017,147,Mexico,German,Bubbletube,Horror,Bryana Hannant,Peso,6.8
548,City of Hope,11-09-2021,09-11-2021,221,Philippines,Chinese,Aibox,Drama,Monica Shegog,Peso,1.9
549,"Tomb, The",15-12-1986,15-12-1986,55,Portugal,Chinese,Meezzy,Drama,Dario Camblin,Euro,9.1
550,DEFCON: The Documentary,17-09-1998,17-09-1998,17,China,English,Eazzy,Horror,Jobey Teideman,Yuan Renminbi,6.3
551,Restless (Levottomat),14-12-1979,14-12-1979,114,Japan,Spanish,Voomm,Drama,Rea Tweddell,Yen,4.6
552,TiMER,21-03-1988,21-03-1988,163,Sweden,Spanish,Yakidoo,Romance,Kaja Nelm,Krona,4.9
553,"Fourth World War, The",24-03-1989,24-03-1989,114,Czech Republic,French,Yakitri,Comedy,Zachery Garthshore,Koruna,7.4
554,Up the Sandbox,11-04-1938,04-11-1938,13,Papua New Guinea,French,Skipstorm,Drama,Artur Hurran,Kina,9.8
555,Hell's Gate 11:11,01-11-1978,11-01-1978,224,Palestinian Territory,English,Dazzlesphere,Drama,Mallorie Balsellie,Shekel,9.1
556,"Straight Story, The",10-03-1969,03-10-1969,28,Philippines,English,Oozz,Romance,Enrika Nix,Peso,6.9
557,Men in White,20-09-2015,20-09-2015,116,Colombia,English,Skiptube,Horror,Thorn Croci,Peso,3.5
558,Loving,14-01-1926,14-01-1926,258,Philippines,Chinese,Zoombox,Horror,Wallis Pennell,Peso,8
559,Evil Remains (Trespassing),27-07-1962,27-07-1962,171,Poland,Chinese,Katz,Horror,Ignacius Farress,Zloty,2.3
560,"Loving Story, The",25-01-1985,25-01-1985,271,China,Spanish,Janyx,Romance,Michaella Fallows,Yuan Renminbi,8.7
561,Major Barbara,03-02-1909,02-03-1909,202,Poland,German,Jaxspan,Action,Ruperta Rainy,Zloty,2.1
562,"Other Guys, The",27-12-1963,27-12-1963,299,Belarus,French,Wordify,Horror,Nikolia Elleyne,Ruble,1.6
563,Johnny Cash at Folsom Prison,31-07-1954,31-07-1954,220,China,Spanish,Oba,Comedy,Adina Schapero,Yuan Renminbi,5.7
564,Mogambo,08-09-1973,09-08-1973,129,Colombia,German,Edgeclub,Romance,Taddeo Zanini,Peso,4.8
565,Broken Kingdom,29-01-1994,29-01-1994,92,Russia,Chinese,Dabvine,Drama,Saundra Lorkins,Ruble,4.8
566,Antichrist,16-05-2015,16-05-2015,85,Paraguay,Spanish,Tekfly,Comedy,Enid Philippard,Guarani,5.4
567,Faust,03-08-1944,08-03-1944,272,Poland,English,Edgepulse,Comedy,Rayner Dady,Zloty,9.2
568,"China 9, Liberty 37 (Amore, piombo e furore)",25-11-2013,25-11-2013,264,Netherlands,Chinese,Devpoint,Romance,Darbee Peek,Euro,1.3
569,Tetsuo II: Body Hammer,08-06-1946,06-08-1946,88,China,Chinese,Tagcat,Romance,Angelina Vlasenkov,Yuan Renminbi,9.8
570,"Fist of Fury (Chinese Connection, The) (Jing wu men)",16-08-2009,16-08-2009,260,Panama,English,Bubbletube,Comedy,Mort Waith,Balboa,7.1
571,"Homesman, The",03-03-1955,03-03-1955,129,Indonesia,German,Bubblemix,Drama,Abey Gascard,Rupiah,6.4
572,"Rising Place, The",27-09-1945,27-09-1945,139,China,English,Gabtype,Horror,Clywd Shurlock,Yuan Renminbi,2.1
573,Beautiful Darling,27-07-1951,27-07-1951,203,Poland,Spanish,Flashset,Comedy,Joelly Kimber,Zloty,3.4
574,And Along Come Tourists (Am Ende kommen Touristen),13-04-1980,13-04-1980,11,Indonesia,Chinese,Ailane,Comedy,Neil Dearn,Rupiah,1
575,Murder Party,04-01-2003,01-04-2003,179,Brazil,German,Devpulse,Horror,Chas Mouser,Real,9.5
576,Sometimes They Come Back,27-09-1916,27-09-1916,268,China,Chinese,Buzzster,Drama,Cristen Anfusso,Yuan Renminbi,1.7
577,Blood of Dracula,16-04-1944,16-04-1944,125,Indonesia,Chinese,Twiyo,Romance,Hilliary Mowling,Rupiah,1.2
578,"Host, The (Gwoemul)",11-06-1926,06-11-1926,47,Lebanon,Chinese,Skajo,Romance,Carita Garwill,Pound,1.9
579,"Challenge, The",23-04-1948,23-04-1948,115,Indonesia,German,Viva,Horror,Abagail Scotter,Rupiah,4.9
580,Saraband,01-02-1998,02-01-1998,124,Mongolia,French,Minyx,Horror,Katherine Carlaw,Tugrik,6.2
581,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),12-05-1990,05-12-1990,258,Philippines,Spanish,Oba,Comedy,Korrie Brattell,Peso,9.1
582,It's a Very Merry Muppet Christmas Movie,24-09-1983,24-09-1983,243,Indonesia,Spanish,Feedbug,Action,Shana Ballingal,Rupiah,2.5
583,Aloft,19-11-1983,19-11-1983,212,China,Spanish,Quire,Romance,Cleon Emmanueli,Yuan Renminbi,7.8
584,Slumdog Millionaire,01-08-1979,08-01-1979,51,France,English,Livetube,Romance,Hakeem Peplay,Euro,3.5
585,Interview with the Vampire: The Vampire Chronicles,08-06-1993,06-08-1993,214,Russia,Spanish,Voonix,Horror,Westbrook Gascar,Ruble,2.7
586,Birthday Girl,27-05-1961,27-05-1961,212,Kenya,English,Zooxo,Comedy,Wilfred Prall,Shilling,3.8
587,Kid Millions,14-11-1989,14-11-1989,296,Brazil,German,Kwinu,Comedy,Michele Meert,Real,6.6
588,Star Wars: Episode IV - A New Hope,08-03-1963,03-08-1963,139,Pakistan,Spanish,Zoonder,Romance,Anne-corinne Ondrousek,Rupee,2.7
589,Suspect Zero,24-06-2015,24-06-2015,210,Azerbaijan,English,Oyoba,Romance,Tabbie Hoy,Manat,4.6
590,Godzilla vs. Megalon (Gojira tai Megaro),31-05-2012,31-05-2012,133,Samoa,French,Browsecat,Drama,Bruis Kittless,Tala,3.1
591,"Four, The (Si da ming bu)",28-03-1903,28-03-1903,208,Philippines,German,Skinix,Drama,Maribeth O' Shea,Peso,10
592,Sacro GRA,06-02-1970,02-06-1970,74,Indonesia,English,Linktype,Drama,Muriel Aiskovitch,Rupiah,4.3
593,"Adventures of Ichabod and Mr. Toad, The",13-09-2003,13-09-2003,55,Philippines,English,Skinix,Action,Miller Dougary,Peso,4.2
594,"Betrayed (True and the Brave, The)",16-12-1976,16-12-1976,146,China,English,Voonte,Romance,Husain Paulisch,Yuan Renminbi,4.7
595,Enemy of the State,20-06-1923,20-06-1923,19,Slovenia,English,Edgeify,Drama,Emmi Tuckie,Euro,7
596,Three Came Home,26-12-1944,26-12-1944,271,Indonesia,Chinese,Feedmix,Action,Mariam Doxsey,Rupiah,9.4
597,Olympia Part Two: Festival of Beauty (Olympia 2. Teil - Fest der Sch??nheit),18-11-1933,18-11-1933,101,China,Chinese,Yacero,Comedy,Farley Haye,Yuan Renminbi,4.5
598,Winter Sleepers (Winterschl??fer),09-06-1904,06-09-1904,22,Portugal,English,Voonyx,Comedy,Kissiah Northcliffe,Euro,5.3
599,Escape from Planet Earth,29-04-1915,29-04-1915,215,Ukraine,English,Oba,Action,Willis Haseman,Hryvnia,6
600,"Ice House, The",07-07-1993,07-07-1993,220,Sweden,Spanish,InnoZ,Romance,Jessamine Ravens,Krona,3.9
601,Red Heat,08-06-1955,06-08-1955,20,China,English,Abatz,Drama,Mirna Sawden,Yuan Renminbi,1.3
602,Abbott and Costello in Hollywood,17-10-1957,17-10-1957,120,China,English,Meevee,Romance,Bernetta Seacombe,Yuan Renminbi,6
603,Untraceable,14-02-1948,14-02-1948,221,Armenia,English,Vipe,Comedy,Dion Chaytor,Dram,6.2
604,"Sandpiper, The",19-08-1930,19-08-1930,289,New Zealand,French,Photobug,Horror,Kendre Doyley,Dollar,2.1
605,Richard Pryor Live on the Sunset Strip,02-06-1937,06-02-1937,64,Greece,German,Izio,Drama,Brynne Thoumas,Euro,3.3
606,Game of Death,12-12-1913,12-12-1913,137,Philippines,German,Cogibox,Horror,Charisse Krauss,Peso,3.9
607,Whitecoats,19-03-1943,19-03-1943,164,Japan,English,Myworks,Romance,Decca Vedenyapin,Yen,1.4
608,Pretty Cool,19-01-1970,19-01-1970,143,Sweden,English,Quatz,Action,Tudor Shelp,Krona,3.2
609,"Amazing Transparent Man, The",29-01-2011,29-01-2011,62,Anguilla,German,Centidel,Horror,Gardiner Chaffe,Dollar,6.1
610,Bruiser,04-12-1901,12-04-1901,7,Netherlands,German,Realbridge,Horror,Ainslie Hanlon,Euro,8
611,Texas Chainsaw 3D,21-06-1921,21-06-1921,111,Indonesia,English,Photobug,Action,Uri Dik,Rupiah,7.1
612,"Flat, The",25-02-1920,25-02-1920,277,Nigeria,Chinese,Voolia,Drama,Jefferey Kingwell,Naira,7.8
613,"Cottage, The",31-08-2015,31-08-2015,297,Poland,French,Yacero,Action,Zarla McVicker,Zloty,7.7
614,Black Moon,01-02-1999,02-01-1999,268,Russia,English,Aimbu,Comedy,Millard Filliskirk,Ruble,8.7
615,Captain Phillips,23-07-1910,23-07-1910,106,China,French,Eidel,Comedy,Jarid Eberlein,Yuan Renminbi,2.2
616,Sweeney Todd: The Demon Barber of Fleet Street,23-05-2018,23-05-2018,110,Central African Republic,German,Ozu,Horror,Hildagarde Docket,Franc,4.3
617,Kiss the Bride,27-05-1928,27-05-1928,36,China,English,Photofeed,Horror,Anthea Heighway,Yuan Renminbi,1.2
618,Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs),11-09-1905,09-11-1905,118,Indonesia,Chinese,Quimm,Horror,Shayna Josofovitz,Rupiah,2.9
619,"Seventh Seal, The (Sjunde inseglet, Det)",25-07-1917,25-07-1917,91,China,German,Avamm,Romance,Franny De Souza,Yuan Renminbi,8.7
620,At Play in the Fields of the Lord,28-06-1945,28-06-1945,229,China,English,Eayo,Comedy,Delmar Gauvin,Yuan Renminbi,4.6
621,Colossal Youth (Juventude Em Marcha),10-01-1992,01-10-1992,5,Ukraine,German,Digitube,Action,Edmund Manford,Hryvnia,6.6
622,Woochi: The Demon Slayer,19-02-1912,19-02-1912,155,Indonesia,French,Topicstorm,Horror,Jeannine Banford,Rupiah,7
623,"Colony, The",19-02-2022,19-02-2022,54,Sweden,Chinese,Camimbo,Comedy,Rance Lewsley,Krona,1.4
624,Sailor of the King,28-12-1932,28-12-1932,110,Saint Helena,French,Voonder,Romance,Dael Lipp,Pound,1.6
